URL,Version,Status,OIDs,Name,Title,Description,Used
https://hispethiopia.org/enable/CodeSystem/ANC.B10.PreventiveDewormingAntihelminthicTreatmentProvidedCS,0.1.0,draft,,ANC.B10.PreventiveDewormingAntihelminthicTreatmentProvidedCS,ANC.B10. Preventive deworming antihelminthic treatment provided,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B6.EducationLevelCS,0.1.0,draft,,ANC.B6.EducationLevelCS,ANC.B6. Education level,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B6.SourceOfGestationalAgeCS,0.1.0,draft,,ANC.B6.SourceOfGestationalAgeCS,ANC.B6. Source of gestational age,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B7.FetalMovementCS,0.1.0,draft,,ANC.B7.FetalMovementCS,ANC.B7. Fetal movement,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.ExpectedWeightGainCS,0.1.0,draft,,ANC.B8.ExpectedWeightGainCS,ANC.B8. Expected weight gain,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.FetalPresentationCS,0.1.0,draft,,ANC.B8.FetalPresentationCS,ANC.B8. Fetal presentation,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.LABPLUS14CS,0.1.0,draft,,ANC.B8.LABPLUS14CS,ANC.B8. LAB PLUS 1-4,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.NutritionalStatusCS,0.1.0,draft,,ANC.B8.NutritionalStatusCS,ANC.B8. Nutritional status,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.PelvicExamResultVisualCS,0.1.0,draft,,ANC.B8.PelvicExamResultVisualCS,ANC.B8. Pelvic exam result (visual),"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8.WeightCategoryCS,0.1.0,draft,,ANC.B8.WeightCategoryCS,ANC.B8. Weight category,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B8NumberOfFetusesCS,0.1.0,draft,,ANC.B8NumberOfFetusesCS,ANC.B8 Number of fetuses,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B9.BloodTypeCS,0.1.0,draft,,ANC.B9.BloodTypeCS,ANC.B9. Blood type,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B9.UrineDipstickResultGlucoseCS,0.1.0,draft,,ANC.B9.UrineDipstickResultGlucoseCS,ANC.B9. Urine dipstick result glucose,"",
https://hispethiopia.org/enable/CodeSystem/ANC.B9.UrineDipstickResultLeukocytesCS,0.1.0,draft,,ANC.B9.UrineDipstickResultLeukocytesCS,ANC.B9. Urine dipstick result leukocytes,"",
